"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"0 - 9","CH07",202104,11,237,0.038,3.8,29500,37.29,803.39,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",1,3.39,10,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH01",202104,385,11101,0.13,13,177094,217.4,6268.42,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",82,46.3,27.1,3.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH02",202104,287,9169,0.124,12.4,185314,154.87,4947.82,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-15,-8.1,-5,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH03",202104,157,5146,0.114,11.4,110658,141.88,4650.36,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-35,-31.63,-18.2,0.300000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH04",202104,249,7878,0.128,12.8,141741,175.67,5558.02,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-78,-55.03,-23.9,-0.800000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH05",202104,191,5578,0.115,11.5,115449,165.44,4831.57,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-25,-21.66,-11.6,0.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH06",202104,94,3442,0.1,10,80274,117.1,4287.81,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-50,-62.29,-34.7,-1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH07",202104,35,1830,0.122,12.2,33625,104.09,5442.38,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-36,-107.06,-50.7,-4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH01",202104,412,24760,0.139,13.9,213361,193.1,11604.75,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-106,-49.68,-20.5,-2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH02",202104,337,19085,0.146,14.6,226221,148.97,8436.44,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-114,-50.39,-25.3,-3.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH03",202104,187,9774,0.136,13.6,135477,138.03,7214.51,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-102,-75.29,-35.3,-3.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH04",202104,272,14543,0.14,14,187257,145.25,7766.33,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-77,-41.12,-22.1,-0.499999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH05",202104,246,11371,0.148,14.8,146019,168.47,7787.34,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-72,-49.31,-22.6,-1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH06",202104,128,7387,0.136,13.6,99820,128.23,7400.32,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-82,-82.15,-39,-2.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH07",202104,43,3571,0.15,15,37195,115.61,9600.75,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-5,-13.44,-10.4,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH01",202104,525,25062,0.177,17.7,238636,220,10502.19,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-21,-8.8,-3.8,0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH02",202104,381,16958,0.165,16.5,254979,149.42,6650.74,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-19,-7.46,-4.8,0.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH03",202104,231,9605,0.168,16.8,166281,138.92,5776.37,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-62,-37.29,-21.2,-0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH04",202104,310,15925,0.159,15.9,253964,122.06,6270.57,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-101,-39.77,-24.6,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH05",202104,278,10339,0.167,16.7,161609,172.02,6397.54,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-40,-24.75,-12.6,0.599999999999998,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH06",202104,159,6574,0.169,16.9,113785,139.74,5777.56,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-34,-29.88,-17.6,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH07",202104,42,3728,0.146,14.6,39922,105.21,9338.21,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-11,-27.55,-20.8,2.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH01",202104,493,23782,0.166,16.6,238954,206.32,9952.54,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-20,-8.37,-3.9,0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH02",202104,394,16391,0.17,17,252753,155.88,6484.99,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",27,10.68,7.4,2.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH03",202104,233,8895,0.169,16.9,160768,144.93,5532.82,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-29,-18.04,-11.1,1.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH04",202104,336,13803,0.172,17.2,228236,147.22,6047.69,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-78,-34.17,-18.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH05",202104,244,9515,0.147,14.7,154008,158.43,6178.25,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-78,-50.65,-24.2,-1.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH06",202104,154,6025,0.164,16.4,112883,136.42,5337.38,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-46,-40.75,-23,1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH07",202104,43,4485,0.15,15,50723,84.77,8842.14,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-32,-63.09,-42.7,-2.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH01",202104,455,23386,0.153,15.3,237401,191.66,9850.84,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-9,-3.79,-1.9,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH02",202104,372,18065,0.161,16.1,284915,130.57,6340.49,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-35,-12.28,-8.6,-0.0999999999999979,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH03",202104,239,9581,0.174,17.4,180565,132.36,5306.12,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-14,-7.76,-5.5,2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH04",202104,268,12899,0.138,13.8,220632,121.47,5846.39,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-59,-26.74,-18,0.199999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH05",202104,267,11523,0.16,16,183081,145.84,6293.94,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-70,-38.23,-20.8,-1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH06",202104,140,7254,0.149,14.9,128765,108.73,5633.52,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-70,-54.36,-33.3,-1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH07",202104,45,4943,0.157,15.7,57478,78.29,8599.81,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-30,-52.19,-40,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","CH01",202104,263,12997,0.089,8.9,165141,159.26,7870.24,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-29,-17.56,-9.9,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","CH02",202104,209,10643,0.09,9,220583,94.75,4824.94,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-5,-2.27,-2.3,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","CH03",202104,113,5557,0.082,8.2,135054,83.67,4114.65,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-42,-31.1,-27.1,-0.699999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","CH04",202104,158,7137,0.081,8.1,151391,104.37,4714.28,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-35,-23.11,-18.1,0.0999999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","CH05",202104,146,7084,0.088,8.8,140553,103.88,5040.09,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-53,-37.7,-26.6,-1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","CH06",202104,100,4087,0.106,10.6,93275,107.21,4381.67,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-9,-9.65,-8.3,2.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","CH07",202104,34,2784,0.118,11.8,41962,81.03,6634.57,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-2,-4.76,-5.6,3.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","CH01",202104,149,9062,0.05,5,128902,115.59,7030.15,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-45,-34.91,-23.2,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","CH02",202104,107,7414,0.046,4.6,168953,63.33,4388.2,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-9,-5.33,-7.8,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","CH03",202104,72,3329,0.052,5.2,100690,71.51,3306.19,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-11,-10.92,-13.3,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","CH04",202104,113,4615,0.058,5.8,118213,95.59,3903.97,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",4,3.38,3.7,1.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","CH05",202104,94,4442,0.056,5.6,102254,91.93,4344.08,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-16,-15.65,-14.5,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","CH06",202104,53,2507,0.056,5.6,66328,79.91,3779.7,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-21,-31.66,-28.4,-0.0999999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"70 - 79","CH07",202104,11,2216,0.038,3.8,36178,30.41,6125.27,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-26,-71.86,-70.3,-4.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","CH01",202104,173,10150,0.058,5.8,82172,210.53,12352.14,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-41,-49.9,-19.2,-1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","CH02",202104,157,8726,0.068,6.8,104401,150.38,8358.16,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-44,-42.15,-21.9,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","CH03",202104,68,4102,0.049,4.9,64086,106.11,6400.77,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-66,-102.98,-49.3,-2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","CH04",202104,153,5488,0.079,7.9,75487,202.68,7270.13,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-10,-13.25,-6.1,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","CH05",202104,141,5229,0.085,8.5,61914,227.74,8445.59,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",14,22.62,11,2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","CH06",202104,76,3117,0.081,8.1,40702,186.72,7658.1,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-44,-108.11,-36.7,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"80+","CH07",202104,22,2933,0.077,7.7,24908,88.33,11775.33,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",-10,-40.14,-31.2,0.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","CH01",202104,0,36,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","CH02",202104,0,32,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","CH03",202104,0,14,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","CH04",202104,0,14,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","CH05",202104,1,13,0.001,0.1,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",1,NA,NA,0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","CH06",202104,0,5,0,0,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"Unbekannt","CH07",202104,1,7,0.003,0.3,NA,NA,NA,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-04",1,NA,NA,0.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH01",202105,129,1516,0.045,4.5,173090,74.53,875.84,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",17,9.82,15.2,0.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH02",202105,89,956,0.045,4.5,188465,47.22,507.26,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",19,10.08,27.1,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH03",202105,90,1057,0.076,7.6,117578,76.54,898.98,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",13,11.05,16.9,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH04",202105,102,1415,0.063,6.3,162354,62.83,871.55,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",12,7.4,13.3,1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH05",202105,51,645,0.042,4.2,118926,42.88,542.35,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-5,-4.21,-8.9,0.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH06",202105,58,518,0.065,6.5,83130,69.77,623.12,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",22,26.46,61.1,2.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"0 - 9","CH07",202105,19,256,0.06,6,29500,64.41,867.8,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",8,27.12,72.7,2.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH01",202105,379,11480,0.132,13.2,177094,214.01,6482.43,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-6,-3.39,-1.6,0.200000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH02",202105,294,9463,0.15,15,185314,158.65,5106.47,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",7,3.78,2.4,2.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH03",202105,183,5329,0.155,15.5,110658,165.37,4815.74,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",26,23.49,16.6,4.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH04",202105,191,8069,0.118,11.8,141741,134.75,5692.78,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-58,-40.92,-23.3,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH05",202105,159,5737,0.132,13.2,115449,137.72,4969.29,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-32,-27.72,-16.8,1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH06",202105,100,3542,0.112,11.2,80274,124.57,4412.39,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",6,7.47,6.4,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"10 - 19","CH07",202105,43,1873,0.136,13.6,33625,127.88,5570.26,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",8,23.79,22.9,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH01",202105,398,25158,0.139,13.9,213361,186.54,11791.28,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-14,-6.56,-3.4,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH02",202105,280,19365,0.143,14.3,226221,123.77,8560.21,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-57,-25.2,-16.9,-0.300000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH03",202105,166,9940,0.141,14.1,135477,122.53,7337.04,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-21,-15.5,-11.2,0.499999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH04",202105,228,14771,0.14,14,187257,121.76,7888.09,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-44,-23.49,-16.2,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH05",202105,185,11556,0.153,15.3,146019,126.7,7914.04,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-61,-41.77,-24.8,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH06",202105,139,7526,0.156,15.6,99820,139.25,7539.57,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",11,11.02,8.6,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"20 - 29","CH07",202105,57,3628,0.18,18,37195,153.25,9754,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",14,37.64,32.6,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH01",202105,504,25566,0.176,17.6,238636,211.2,10713.39,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-21,-8.8,-4,-0.100000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH02",202105,318,17276,0.162,16.2,254979,124.72,6775.46,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-63,-24.7,-16.5,-0.300000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH03",202105,168,9773,0.142,14.2,166281,101.03,5877.4,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-63,-37.89,-27.3,-2.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH04",202105,281,16206,0.173,17.3,253964,110.65,6381.22,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-29,-11.41,-9.4,1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH05",202105,191,10530,0.158,15.8,161609,118.19,6515.73,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-87,-53.83,-31.3,-0.899999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH06",202105,168,6742,0.189,18.9,113785,147.65,5925.21,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",9,7.91,5.7,2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"30 - 39","CH07",202105,50,3778,0.158,15.8,39922,125.24,9463.45,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",8,20.03,19,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH01",202105,527,24309,0.184,18.4,238954,220.54,10173.09,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",34,14.22,6.9,1.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH02",202105,287,16678,0.146,14.6,252753,113.55,6598.54,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-107,-42.33,-27.2,-2.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH03",202105,193,9088,0.163,16.3,160768,120.05,5652.87,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-40,-24.88,-17.2,-0.600000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH04",202105,277,14080,0.171,17.1,228236,121.37,6169.05,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-59,-25.85,-17.6,-0.0999999999999979,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH05",202105,186,9701,0.154,15.4,154008,120.77,6299.02,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-58,-37.66,-23.8,0.700000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH06",202105,127,6152,0.143,14.3,112883,112.51,5449.89,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-27,-23.91,-17.5,-2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"40 - 49","CH07",202105,47,4532,0.148,14.8,50723,92.66,8934.8,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",4,7.89,9.3,-0.200000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH01",202105,418,23804,0.146,14.6,237401,176.07,10026.92,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-37,-15.59,-8.1,-0.699999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH02",202105,297,18362,0.151,15.1,284915,104.24,6444.73,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-75,-26.33,-20.2,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH03",202105,186,9767,0.157,15.7,180565,103.01,5409.13,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-53,-29.35,-22.2,-1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH04",202105,222,13121,0.137,13.7,220632,100.62,5947.01,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-46,-20.85,-17.2,-0.0999999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH05",202105,177,11700,0.146,14.6,183081,96.68,6390.61,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-90,-49.16,-33.7,-1.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH06",202105,134,7388,0.151,15.1,128765,104.07,5737.58,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-6,-4.66,-4.3,0.200000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"50 - 59","CH07",202105,47,4990,0.148,14.8,57478,81.77,8681.58,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",2,3.48,4.4,-0.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","CH01",202105,237,13234,0.083,8.3,165141,143.51,8013.76,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-26,-15.75,-9.9,-0.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"60 - 69","CH02",202105,148,10791,0.075,7.5,220583,67.09,4892.04,"COVID19Cases","altersklasse_covid19","2021-05-04_07-46-50","isoweek","2021-05",-61,-27.66,-29.2,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
